date,variety_code,stems
8/15/2022,SR11,
8/16/2022,SR11,
8/17/2022,SR11,
8/18/2022,SR11,
8/19/2022,SR11,
8/20/2022,SR11,
8/21/2022,SR11,
8/22/2022,SR11,
8/23/2022,SR11,
8/24/2022,SR11,
8/25/2022,SR11,
8/26/2022,SR11,
8/27/2022,SR11,
8/28/2022,SR11,
8/29/2022,SR11,
8/30/2022,SR11,
8/31/2022,SR11,
9/1/2022,SR11,
9/2/2022,SR11,
9/3/2022,SR11,
9/4/2022,SR11,
9/5/2022,SR11,
9/6/2022,SR11,
9/7/2022,SR11,
9/8/2022,SR11,
9/9/2022,SR11,
9/10/2022,SR11,
9/11/2022,SR11,
9/12/2022,SR11,
9/13/2022,SR11,
9/14/2022,SR11,
9/15/2022,SR11,
9/16/2022,SR11,
9/17/2022,SR11,
9/18/2022,SR11,
9/19/2022,SR11,
9/20/2022,SR11,
9/21/2022,SR11,
9/22/2022,SR11,
9/23/2022,SR11,
9/24/2022,SR11,
9/25/2022,SR11,
9/26/2022,SR11,
9/27/2022,SR11,
9/28/2022,SR11,
9/29/2022,SR11,
9/30/2022,SR11,
10/1/2022,SR11,
10/2/2022,SR11,
10/3/2022,SR11,
10/4/2022,SR11,
10/5/2022,SR11,
10/6/2022,SR11,
10/7/2022,SR11,
10/8/2022,SR11,
10/9/2022,SR11,
10/10/2022,SR11,
10/11/2022,SR11,
10/12/2022,SR11,
10/13/2022,SR11,
10/14/2022,SR11,
10/15/2022,SR11,
10/16/2022,SR11,
10/17/2022,SR11,
10/18/2022,SR11,
10/19/2022,SR11,
10/20/2022,SR11,
10/21/2022,SR11,
10/22/2022,SR11,
10/23/2022,SR11,
10/24/2022,SR11,
10/25/2022,SR11,
10/26/2022,SR11,
10/27/2022,SR11,
10/28/2022,SR11,
10/29/2022,SR11,
10/30/2022,SR11,
10/31/2022,SR11,
11/1/2022,SR11,
11/2/2022,SR11,
11/3/2022,SR11,
11/4/2022,SR11,
11/5/2022,SR11,
11/6/2022,SR11,
11/7/2022,SR11,
11/8/2022,SR11,
11/9/2022,SR11,
11/10/2022,SR11,
11/11/2022,SR11,
11/12/2022,SR11,
11/13/2022,SR11,
11/14/2022,SR11,
11/15/2022,SR11,
11/16/2022,SR11,
11/17/2022,SR11,
11/18/2022,SR11,
11/19/2022,SR11,
11/20/2022,SR11,
11/21/2022,SR11,
11/22/2022,SR11,
11/23/2022,SR11,
11/24/2022,SR11,
11/25/2022,SR11,
11/26/2022,SR11,
11/27/2022,SR11,
11/28/2022,SR11,
11/29/2022,SR11,
11/30/2022,SR11,
12/1/2022,SR11,
12/2/2022,SR11,
12/3/2022,SR11,
12/4/2022,SR11,
12/5/2022,SR11,
12/6/2022,SR11,
12/7/2022,SR11,
12/8/2022,SR11,
12/9/2022,SR11,
12/10/2022,SR11,
12/11/2022,SR11,
12/12/2022,SR11,
12/13/2022,SR11,
12/14/2022,SR11,
12/15/2022,SR11,
12/16/2022,SR11,
12/17/2022,SR11,
12/18/2022,SR11,
12/19/2022,SR11,
12/20/2022,SR11,
12/21/2022,SR11,
12/22/2022,SR11,
12/23/2022,SR11,
12/24/2022,SR11,
12/25/2022,SR11,
12/26/2022,SR11,
12/27/2022,SR11,
12/28/2022,SR11,
12/29/2022,SR11,
12/30/2022,SR11,
12/31/2022,SR11,
1/1/2023,SR11,
1/2/2023,SR11,
1/3/2023,SR11,
1/4/2023,SR11,
1/5/2023,SR11,
1/6/2023,SR11,
1/7/2023,SR11,
1/8/2023,SR11,
1/9/2023,SR11,
1/10/2023,SR11,
1/11/2023,SR11,
1/12/2023,SR11,
1/13/2023,SR11,
1/14/2023,SR11,
1/15/2023,SR11,
1/16/2023,SR11,
1/17/2023,SR11,
1/18/2023,SR11,
1/19/2023,SR11,
1/20/2023,SR11,
1/21/2023,SR11,
1/22/2023,SR11,
1/23/2023,SR11,
1/24/2023,SR11,
1/25/2023,SR11,
1/26/2023,SR11,
1/27/2023,SR11,
1/28/2023,SR11,
1/29/2023,SR11,
1/30/2023,SR11,
1/31/2023,SR11,
2/1/2023,SR11,
2/2/2023,SR11,
2/3/2023,SR11,
2/4/2023,SR11,
2/5/2023,SR11,
2/6/2023,SR11,
2/7/2023,SR11,
2/8/2023,SR11,
2/9/2023,SR11,
2/10/2023,SR11,
2/11/2023,SR11,
2/12/2023,SR11,
2/13/2023,SR11,
2/14/2023,SR11,
2/15/2023,SR11,
2/16/2023,SR11,
2/17/2023,SR11,
2/18/2023,SR11,
2/19/2023,SR11,
2/20/2023,SR11,
2/21/2023,SR11,
2/22/2023,SR11,
2/23/2023,SR11,
2/24/2023,SR11,
2/25/2023,SR11,
2/26/2023,SR11,
2/27/2023,SR11,
2/28/2023,SR11,
3/1/2023,SR11,
3/2/2023,SR11,
3/3/2023,SR11,
3/4/2023,SR11,
3/5/2023,SR11,
3/6/2023,SR11,
3/7/2023,SR11,
3/8/2023,SR11,
3/9/2023,SR11,
3/10/2023,SR11,
3/11/2023,SR11,
3/12/2023,SR11,
3/13/2023,SR11,
3/14/2023,SR11,
3/15/2023,SR11,
3/16/2023,SR11,
3/17/2023,SR11,
3/18/2023,SR11,
3/19/2023,SR11,
3/20/2023,SR11,
3/21/2023,SR11,
3/22/2023,SR11,
3/23/2023,SR11,
3/24/2023,SR11,
3/25/2023,SR11,
3/26/2023,SR11,
3/27/2023,SR11,
3/28/2023,SR11,
3/29/2023,SR11,
3/30/2023,SR11,
3/31/2023,SR11,
4/1/2023,SR11,
4/2/2023,SR11,
4/3/2023,SR11,
4/4/2023,SR11,
4/5/2023,SR11,
4/6/2023,SR11,
4/7/2023,SR11,
4/8/2023,SR11,
4/9/2023,SR11,
4/10/2023,SR11,
4/11/2023,SR11,
4/12/2023,SR11,
4/13/2023,SR11,
4/14/2023,SR11,
4/15/2023,SR11,
4/16/2023,SR11,
4/17/2023,SR11,
4/18/2023,SR11,
4/19/2023,SR11,
4/20/2023,SR11,
4/21/2023,SR11,
4/22/2023,SR11,
4/23/2023,SR11,
4/24/2023,SR11,
4/25/2023,SR11,
4/26/2023,SR11,
4/27/2023,SR11,
4/28/2023,SR11,
4/29/2023,SR11,
4/30/2023,SR11,
5/1/2023,SR11,
5/2/2023,SR11,
5/3/2023,SR11,
5/4/2023,SR11,
5/5/2023,SR11,
5/6/2023,SR11,
5/7/2023,SR11,
5/8/2023,SR11,
5/9/2023,SR11,
5/10/2023,SR11,
5/11/2023,SR11,
5/12/2023,SR11,
5/13/2023,SR11,
5/14/2023,SR11,
5/15/2023,SR11,
5/16/2023,SR11,
5/17/2023,SR11,
5/18/2023,SR11,
5/19/2023,SR11,
5/20/2023,SR11,
5/21/2023,SR11,
5/22/2023,SR11,
5/23/2023,SR11,
5/24/2023,SR11,
5/25/2023,SR11,
5/26/2023,SR11,
5/27/2023,SR11,
5/28/2023,SR11,
5/29/2023,SR11,
5/30/2023,SR11,
5/31/2023,SR11,
6/1/2023,SR11,
6/2/2023,SR11,
6/3/2023,SR11,
6/4/2023,SR11,
6/5/2023,SR11,
6/6/2023,SR11,
6/7/2023,SR11,
6/8/2023,SR11,
6/9/2023,SR11,
6/10/2023,SR11,
6/11/2023,SR11,
6/12/2023,SR11,
6/13/2023,SR11,
6/14/2023,SR11,
6/15/2023,SR11,
6/16/2023,SR11,
6/17/2023,SR11,
6/18/2023,SR11,
6/19/2023,SR11,
6/20/2023,SR11,
6/21/2023,SR11,
6/22/2023,SR11,
6/23/2023,SR11,
6/24/2023,SR11,
6/25/2023,SR11,
6/26/2023,SR11,
6/27/2023,SR11,
6/28/2023,SR11,
6/29/2023,SR11,
6/30/2023,SR11,
7/1/2022,SR21,
7/2/2022,SR21,
7/3/2022,SR21,
7/4/2022,SR21,
7/5/2022,SR21,
7/6/2022,SR21,
7/7/2022,SR21,
7/8/2022,SR21,
7/9/2022,SR21,
7/10/2022,SR21,
7/11/2022,SR21,
7/12/2022,SR21,
7/13/2022,SR21,
7/14/2022,SR21,
7/15/2022,SR21,
7/16/2022,SR21,
7/17/2022,SR21,
7/18/2022,SR21,
7/19/2022,SR21,
7/20/2022,SR21,
7/21/2022,SR21,
7/22/2022,SR21,
7/23/2022,SR21,
7/24/2022,SR21,
7/25/2022,SR21,
7/26/2022,SR21,
7/27/2022,SR21,
7/28/2022,SR21,
7/29/2022,SR21,
7/30/2022,SR21,
7/31/2022,SR21,
8/1/2022,SR21,
8/2/2022,SR21,
8/3/2022,SR21,
8/4/2022,SR21,
8/5/2022,SR21,
8/6/2022,SR21,
8/7/2022,SR21,
8/8/2022,SR21,
8/9/2022,SR21,
8/10/2022,SR21,
8/11/2022,SR21,
8/12/2022,SR21,
8/13/2022,SR21,
8/14/2022,SR21,
8/15/2022,SR21,
8/16/2022,SR21,
8/17/2022,SR21,
8/18/2022,SR21,
8/19/2022,SR21,
8/20/2022,SR21,
8/21/2022,SR21,
8/22/2022,SR21,
8/23/2022,SR21,
8/24/2022,SR21,
8/25/2022,SR21,
8/26/2022,SR21,
8/27/2022,SR21,
8/28/2022,SR21,
8/29/2022,SR21,
8/30/2022,SR21,
8/31/2022,SR21,
9/1/2022,SR21,
9/2/2022,SR21,
9/3/2022,SR21,
9/4/2022,SR21,
9/5/2022,SR21,
9/6/2022,SR21,
9/7/2022,SR21,
9/8/2022,SR21,
9/9/2022,SR21,
9/10/2022,SR21,
9/11/2022,SR21,
9/12/2022,SR21,
9/13/2022,SR21,
9/14/2022,SR21,
9/15/2022,SR21,
9/16/2022,SR21,
9/17/2022,SR21,
9/18/2022,SR21,
9/19/2022,SR21,
9/20/2022,SR21,
9/21/2022,SR21,
9/22/2022,SR21,
9/23/2022,SR21,
9/24/2022,SR21,
9/25/2022,SR21,
9/26/2022,SR21,
9/27/2022,SR21,
9/28/2022,SR21,
9/29/2022,SR21,
9/30/2022,SR21,
10/1/2022,SR21,
10/2/2022,SR21,
10/3/2022,SR21,
10/4/2022,SR21,
10/5/2022,SR21,
10/6/2022,SR21,
10/7/2022,SR21,
10/8/2022,SR21,
10/9/2022,SR21,
10/10/2022,SR21,
10/11/2022,SR21,
10/12/2022,SR21,
10/13/2022,SR21,
10/14/2022,SR21,
10/15/2022,SR21,
10/16/2022,SR21,
10/17/2022,SR21,
10/18/2022,SR21,
10/19/2022,SR21,
10/20/2022,SR21,
10/21/2022,SR21,
10/22/2022,SR21,
10/23/2022,SR21,
10/24/2022,SR21,
10/25/2022,SR21,
10/26/2022,SR21,
10/27/2022,SR21,
10/28/2022,SR21,
10/29/2022,SR21,
10/30/2022,SR21,
10/31/2022,SR21,
11/1/2022,SR21,
11/2/2022,SR21,
11/3/2022,SR21,
11/4/2022,SR21,
11/5/2022,SR21,
11/6/2022,SR21,
11/7/2022,SR21,
11/8/2022,SR21,
11/9/2022,SR21,
11/10/2022,SR21,
11/11/2022,SR21,
11/12/2022,SR21,
11/13/2022,SR21,
11/14/2022,SR21,
11/15/2022,SR21,
11/16/2022,SR21,
11/17/2022,SR21,
11/18/2022,SR21,
11/19/2022,SR21,
11/20/2022,SR21,
11/21/2022,SR21,
11/22/2022,SR21,
11/23/2022,SR21,
11/24/2022,SR21,
11/25/2022,SR21,
11/26/2022,SR21,
11/27/2022,SR21,
11/28/2022,SR21,
11/29/2022,SR21,
11/30/2022,SR21,
12/1/2022,SR21,
12/2/2022,SR21,
12/3/2022,SR21,
12/4/2022,SR21,
12/5/2022,SR21,
12/6/2022,SR21,
12/7/2022,SR21,
12/8/2022,SR21,
12/9/2022,SR21,
12/10/2022,SR21,
12/11/2022,SR21,
12/12/2022,SR21,
12/13/2022,SR21,
12/14/2022,SR21,
12/15/2022,SR21,
12/16/2022,SR21,
12/17/2022,SR21,
12/18/2022,SR21,
12/19/2022,SR21,
12/20/2022,SR21,
12/21/2022,SR21,
12/22/2022,SR21,
12/23/2022,SR21,
12/24/2022,SR21,
12/25/2022,SR21,
12/26/2022,SR21,
12/27/2022,SR21,
12/28/2022,SR21,
12/29/2022,SR21,
12/30/2022,SR21,
12/31/2022,SR21,
1/1/2023,SR21,
1/2/2023,SR21,
1/3/2023,SR21,
1/4/2023,SR21,
1/5/2023,SR21,
1/6/2023,SR21,
1/7/2023,SR21,
1/8/2023,SR21,
1/9/2023,SR21,
1/10/2023,SR21,
1/11/2023,SR21,
1/12/2023,SR21,
1/13/2023,SR21,
1/14/2023,SR21,
1/15/2023,SR21,
1/16/2023,SR21,
1/17/2023,SR21,
1/18/2023,SR21,
1/19/2023,SR21,
1/20/2023,SR21,
1/21/2023,SR21,
1/22/2023,SR21,
1/23/2023,SR21,
1/24/2023,SR21,
1/25/2023,SR21,
1/26/2023,SR21,
1/27/2023,SR21,
1/28/2023,SR21,
1/29/2023,SR21,
1/30/2023,SR21,
1/31/2023,SR21,
2/1/2023,SR21,
2/2/2023,SR21,
2/3/2023,SR21,
2/4/2023,SR21,
2/5/2023,SR21,
2/6/2023,SR21,
2/7/2023,SR21,
2/8/2023,SR21,
2/9/2023,SR21,
2/10/2023,SR21,
2/11/2023,SR21,
2/12/2023,SR21,
2/13/2023,SR21,
2/14/2023,SR21,
2/15/2023,SR21,
2/16/2023,SR21,
2/17/2023,SR21,
2/18/2023,SR21,
2/19/2023,SR21,
2/20/2023,SR21,
2/21/2023,SR21,
2/22/2023,SR21,
2/23/2023,SR21,
2/24/2023,SR21,
2/25/2023,SR21,
2/26/2023,SR21,
2/27/2023,SR21,
2/28/2023,SR21,
3/1/2023,SR21,
3/2/2023,SR21,
3/3/2023,SR21,
3/4/2023,SR21,
3/5/2023,SR21,
3/6/2023,SR21,
3/7/2023,SR21,
3/8/2023,SR21,
3/9/2023,SR21,
3/10/2023,SR21,
3/11/2023,SR21,
3/12/2023,SR21,
3/13/2023,SR21,
3/14/2023,SR21,
3/15/2023,SR21,
3/16/2023,SR21,
3/17/2023,SR21,
3/18/2023,SR21,
3/19/2023,SR21,
3/20/2023,SR21,
3/21/2023,SR21,
3/22/2023,SR21,
3/23/2023,SR21,
3/24/2023,SR21,
3/25/2023,SR21,
3/26/2023,SR21,
3/27/2023,SR21,
3/28/2023,SR21,
3/29/2023,SR21,
3/30/2023,SR21,
3/31/2023,SR21,
4/1/2023,SR21,
4/2/2023,SR21,
4/3/2023,SR21,
4/4/2023,SR21,
4/5/2023,SR21,
4/6/2023,SR21,
4/7/2023,SR21,
4/8/2023,SR21,
4/9/2023,SR21,
4/10/2023,SR21,
4/11/2023,SR21,
4/12/2023,SR21,
4/13/2023,SR21,
4/14/2023,SR21,
4/15/2023,SR21,
4/16/2023,SR21,
4/17/2023,SR21,
4/18/2023,SR21,
4/19/2023,SR21,
4/20/2023,SR21,
4/21/2023,SR21,
4/22/2023,SR21,
4/23/2023,SR21,
4/24/2023,SR21,
4/25/2023,SR21,
4/26/2023,SR21,
4/27/2023,SR21,
4/28/2023,SR21,
4/29/2023,SR21,
4/30/2023,SR21,
5/1/2023,SR21,
5/2/2023,SR21,
5/3/2023,SR21,
5/4/2023,SR21,
5/5/2023,SR21,
5/6/2023,SR21,
5/7/2023,SR21,
5/8/2023,SR21,
5/9/2023,SR21,
5/10/2023,SR21,
5/11/2023,SR21,
5/12/2023,SR21,
5/13/2023,SR21,
5/14/2023,SR21,
5/15/2023,SR21,
5/16/2023,SR21,
5/17/2023,SR21,
5/18/2023,SR21,
5/19/2023,SR21,
5/20/2023,SR21,
5/21/2023,SR21,
5/22/2023,SR21,
5/23/2023,SR21,
5/24/2023,SR21,
5/25/2023,SR21,
5/26/2023,SR21,
5/27/2023,SR21,
5/28/2023,SR21,
5/29/2023,SR21,
5/30/2023,SR21,
5/31/2023,SR21,
6/1/2023,SR21,
6/2/2023,SR21,
6/3/2023,SR21,
6/4/2023,SR21,
6/5/2023,SR21,
6/6/2023,SR21,
6/7/2023,SR21,
6/8/2023,SR21,
6/9/2023,SR21,
6/10/2023,SR21,
6/11/2023,SR21,
6/12/2023,SR21,
6/13/2023,SR21,
6/14/2023,SR21,
6/15/2023,SR21,
6/16/2023,SR21,
6/17/2023,SR21,
6/18/2023,SR21,
6/19/2023,SR21,
6/20/2023,SR21,
6/21/2023,SR21,
6/22/2023,SR21,
6/23/2023,SR21,
6/24/2023,SR21,
6/25/2023,SR21,
6/26/2023,SR21,
6/27/2023,SR21,
6/28/2023,SR21,
6/29/2023,SR21,
6/30/2023,SR21,
7/1/2022,SR41,3100
7/2/2022,SR41,2500
7/3/2022,SR41,3300
7/4/2022,SR41,2700
7/5/2022,SR41,2900
7/6/2022,SR41,3500
7/7/2022,SR41,2940
7/8/2022,SR41,2300
7/9/2022,SR41,2300
7/10/2022,SR41,2300
7/11/2022,SR41,2300
7/12/2022,SR41,1600
7/13/2022,SR41,1400
7/14/2022,SR41,1800
7/15/2022,SR41,2200
7/16/2022,SR41,2000
7/17/2022,SR41,2500
7/18/2022,SR41,2800
7/19/2022,SR41,1400
7/20/2022,SR41,1400
7/21/2022,SR41,2100
7/22/2022,SR41,1100
7/23/2022,SR41,1700
7/24/2022,SR41,1700
7/25/2022,SR41,2400
7/26/2022,SR41,2300
7/27/2022,SR41,1600
7/28/2022,SR41,2400
7/29/2022,SR41,2200
7/30/2022,SR41,2700
7/31/2022,SR41,2200
8/1/2022,SR41,2100
8/2/2022,SR41,1600
8/3/2022,SR41,1600
8/4/2022,SR41,1200
8/5/2022,SR41,2200
8/6/2022,SR41,2400
8/7/2022,SR41,2500
8/8/2022,SR41,2700
8/9/2022,SR41,0
8/10/2022,SR41,4300
8/11/2022,SR41,4400
8/12/2022,SR41,2600
8/13/2022,SR41,3500
8/14/2022,SR41,2800
8/15/2022,SR41,2900
8/16/2022,SR41,3800
8/17/2022,SR41,2800
8/18/2022,SR41,2800
8/19/2022,SR41,2200
8/20/2022,SR41,3200
8/21/2022,SR41,3400
8/22/2022,SR41,3500
8/23/2022,SR41,2300
8/24/2022,SR41,3450
8/25/2022,SR41,3700
8/26/2022,SR41,3000
8/27/2022,SR41,3000
8/28/2022,SR41,2500
8/29/2022,SR41,3200
8/30/2022,SR41,2200
8/31/2022,SR41,1900
9/1/2022,SR41,2200
9/2/2022,SR41,2100
9/3/2022,SR41,2110
9/4/2022,SR41,2200
9/5/2022,SR41,2500
9/6/2022,SR41,1400
9/7/2022,SR41,1500
9/8/2022,SR41,2000
9/9/2022,SR41,1540
9/10/2022,SR41,1800
9/11/2022,SR41,2100
9/12/2022,SR41,1400
9/13/2022,SR41,2300
9/14/2022,SR41,1900
9/15/2022,SR41,1700
9/16/2022,SR41,1860
9/17/2022,SR41,2250
9/18/2022,SR41,2700
9/19/2022,SR41,2900
9/20/2022,SR41,2900
9/21/2022,SR41,2400
9/22/2022,SR41,2540
9/23/2022,SR41,1860
9/24/2022,SR41,2700
9/25/2022,SR41,3390
9/26/2022,SR41,2520
9/27/2022,SR41,2160
9/28/2022,SR41,2880
9/29/2022,SR41,2400
9/30/2022,SR41,2250
10/1/2022,SR41,2070
10/2/2022,SR41,2310
10/3/2022,SR41,2490
10/4/2022,SR41,3240
10/5/2022,SR41,1260
10/6/2022,SR41,2520
10/7/2022,SR41,1530
10/8/2022,SR41,3060
10/9/2022,SR41,2130
10/10/2022,SR41,1830
10/11/2022,SR41,2040
10/12/2022,SR41,2790
10/13/2022,SR41,2490
10/14/2022,SR41,2520
10/15/2022,SR41,3180
10/16/2022,SR41,3690
10/17/2022,SR41,3420
10/18/2022,SR41,4500
10/19/2022,SR41,3660
10/20/2022,SR41,4050
10/21/2022,SR41,3900
10/22/2022,SR41,3400
10/23/2022,SR41,4300
10/24/2022,SR41,4630
10/25/2022,SR41,3350
10/26/2022,SR41,4250
10/27/2022,SR41,3900
10/28/2022,SR41,2900
10/29/2022,SR41,3480
10/30/2022,SR41,2600
10/31/2022,SR41,2200
11/1/2022,SR41,2100
11/2/2022,SR41,2600
11/3/2022,SR41,2900
11/4/2022,SR41,1517
11/5/2022,SR41,2200
11/6/2022,SR41,2800
11/7/2022,SR41,2400
11/8/2022,SR41,2700
11/9/2022,SR41,1900
11/10/2022,SR41,3450
11/11/2022,SR41,1800
11/12/2022,SR41,2130
11/13/2022,SR41,2880
11/14/2022,SR41,2430
11/15/2022,SR41,1820
11/16/2022,SR41,2850
11/17/2022,SR41,2340
11/18/2022,SR41,1440
11/19/2022,SR41,1500
11/20/2022,SR41,2850
11/21/2022,SR41,1590
11/22/2022,SR41,2220
11/23/2022,SR41,2250
11/24/2022,SR41,2100
11/25/2022,SR41,1860
11/26/2022,SR41,2310
11/27/2022,SR41,2130
11/28/2022,SR41,2610
11/29/2022,SR41,1920
11/30/2022,SR41,2310
12/1/2022,SR41,2760
12/2/2022,SR41,1900
12/3/2022,SR41,2160
12/4/2022,SR41,2910
12/5/2022,SR41,1800
12/6/2022,SR41,2730
12/7/2022,SR41,2460
12/8/2022,SR41,3170
12/9/2022,SR41,3450
12/10/2022,SR41,1400
12/11/2022,SR41,3150
12/12/2022,SR41,3100
12/13/2022,SR41,2930
12/14/2022,SR41,2800
12/15/2022,SR41,3690
12/16/2022,SR41,3090
12/17/2022,SR41,3900
12/18/2022,SR41,5400
12/19/2022,SR41,3780
12/20/2022,SR41,5370
12/21/2022,SR41,2900
12/22/2022,SR41,3150
12/23/2022,SR41,3700
12/24/2022,SR41,3200
12/25/2022,SR41,2350
12/26/2022,SR41,2000
12/27/2022,SR41,1880
12/28/2022,SR41,1750
12/29/2022,SR41,2050
12/30/2022,SR41,1500
12/31/2022,SR41,2300
1/1/2023,SR41,2310
1/2/2023,SR41,2040
1/3/2023,SR41,2700
1/4/2023,SR41,1710
1/5/2023,SR41,2340
1/6/2023,SR41,1440
1/7/2023,SR41,2610
1/8/2023,SR41,2600
1/9/2023,SR41,2000
1/10/2023,SR41,1550
1/11/2023,SR41,1700
1/12/2023,SR41,1660
1/13/2023,SR41,1700
1/14/2023,SR41,2100
1/15/2023,SR41,2000
1/16/2023,SR41,2350
1/17/2023,SR41,1750
1/18/2023,SR41,1900
1/19/2023,SR41,1900
1/20/2023,SR41,1570
1/21/2023,SR41,2250
1/22/2023,SR41,1600
1/23/2023,SR41,1800
1/24/2023,SR41,1680
1/25/2023,SR41,2000
1/26/2023,SR41,2700
1/27/2023,SR41,2650
1/28/2023,SR41,2250
1/29/2023,SR41,2700
1/30/2023,SR41,3200
1/31/2023,SR41,2550
2/1/2023,SR41,2850
2/2/2023,SR41,3500
2/3/2023,SR41,1900
2/4/2023,SR41,2700
2/5/2023,SR41,3200
2/6/2023,SR41,2900
2/7/2023,SR41,3200
2/8/2023,SR41,3850
2/9/2023,SR41,3750
2/10/2023,SR41,2150
2/11/2023,SR41,3400
2/12/2023,SR41,2350
2/13/2023,SR41,1750
2/14/2023,SR41,2100
2/15/2023,SR41,2000
2/16/2023,SR41,2100
2/17/2023,SR41,2050
2/18/2023,SR41,1950
2/19/2023,SR41,2800
2/20/2023,SR41,2050
2/21/2023,SR41,1950
2/22/2023,SR41,2680
2/23/2023,SR41,4800
2/24/2023,SR41,2700
2/25/2023,SR41,4200
2/26/2023,SR41,3700
2/27/2023,SR41,3450
2/28/2023,SR41,3200
3/1/2023,SR41,2650
3/2/2023,SR41,3100
3/3/2023,SR41,3100
3/4/2023,SR41,2650
3/5/2023,SR41,2950
3/6/2023,SR41,3400
3/7/2023,SR41,2860
3/8/2023,SR41,2900
3/9/2023,SR41,3000
3/10/2023,SR41,3850
3/11/2023,SR41,4470
3/12/2023,SR41,4700
3/13/2023,SR41,4000
3/14/2023,SR41,4500
3/15/2023,SR41,4300
3/16/2023,SR41,3300
3/17/2023,SR41,1300
3/18/2023,SR41,5200
3/19/2023,SR41,6000
3/20/2023,SR41,4700
3/21/2023,SR41,4400
3/22/2023,SR41,4500
3/23/2023,SR41,3800
3/24/2023,SR41,4100
3/25/2023,SR41,4100
3/26/2023,SR41,4300
3/27/2023,SR41,3100
3/28/2023,SR41,3800
3/29/2023,SR41,4200
3/30/2023,SR41,3000
3/31/2023,SR41,3700
4/1/2023,SR41,3500
4/2/2023,SR41,3150
4/3/2023,SR41,3300
4/4/2023,SR41,1900
4/5/2023,SR41,2500
4/6/2023,SR41,3200
4/7/2023,SR41,1400
4/8/2023,SR41,3400
4/9/2023,SR41,2100
4/10/2023,SR41,2600
4/11/2023,SR41,3300
4/12/2023,SR41,1900
4/13/2023,SR41,2600
4/14/2023,SR41,3300
4/15/2023,SR41,2800
4/16/2023,SR41,4500
4/17/2023,SR41,3250
4/18/2023,SR41,3000
4/19/2023,SR41,3300
4/20/2023,SR41,2780
4/21/2023,SR41,2400
4/22/2023,SR41,3500
4/23/2023,SR41,2700
4/24/2023,SR41,1950
4/25/2023,SR41,5100
4/26/2023,SR41,3300
4/27/2023,SR41,1500
4/28/2023,SR41,3150
4/29/2023,SR41,1300
4/30/2023,SR41,1200
5/1/2023,SR41,2600
5/2/2023,SR41,1200
5/3/2023,SR41,3400
5/4/2023,SR41,2200
5/5/2023,SR41,2600
5/6/2023,SR41,3240
5/7/2023,SR41,3300
5/8/2023,SR41,3200
5/9/2023,SR41,4200
5/10/2023,SR41,3200
5/11/2023,SR41,2900
5/12/2023,SR41,2800
5/13/2023,SR41,2500
5/14/2023,SR41,2900
5/15/2023,SR41,1900
5/16/2023,SR41,2700
5/17/2023,SR41,2200
5/18/2023,SR41,2600
5/19/2023,SR41,1500
5/20/2023,SR41,1800
5/21/2023,SR41,2100
5/22/2023,SR41,1200
5/23/2023,SR41,1600
5/24/2023,SR41,1400
5/25/2023,SR41,1100
5/26/2023,SR41,1400
5/27/2023,SR41,1250
5/28/2023,SR41,1500
5/29/2023,SR41,1250
5/30/2023,SR41,1000
5/31/2023,SR41,1650
6/1/2023,SR41,1200
6/2/2023,SR41,1300
6/3/2023,SR41,1800
6/4/2023,SR41,1400
6/5/2023,SR41,1500
6/6/2023,SR41,2000
6/7/2023,SR41,2200
6/8/2023,SR41,1900
6/9/2023,SR41,3000
6/10/2023,SR41,2150
6/11/2023,SR41,2300
6/12/2023,SR41,1400
6/13/2023,SR41,1920
6/14/2023,SR41,2500
6/15/2023,SR41,1300
6/16/2023,SR41,1300
6/17/2023,SR41,2600
6/18/2023,SR41,1800
6/19/2023,SR41,1600
6/20/2023,SR41,0
6/21/2023,SR41,0
6/22/2023,SR41,0
6/23/2023,SR41,0
6/24/2023,SR41,0
6/25/2023,SR41,0
6/26/2023,SR41,0
6/27/2023,SR41,0
6/28/2023,SR41,0
6/29/2023,SR41,0
6/30/2023,SR41,0
7/1/2022,SR51,
7/2/2022,SR51,
7/3/2022,SR51,
7/4/2022,SR51,
7/5/2022,SR51,
7/6/2022,SR51,
7/7/2022,SR51,
7/8/2022,SR51,
7/9/2022,SR51,
7/10/2022,SR51,
7/11/2022,SR51,
7/12/2022,SR51,
7/13/2022,SR51,
7/14/2022,SR51,
7/15/2022,SR51,
7/16/2022,SR51,
7/17/2022,SR51,
7/18/2022,SR51,
7/19/2022,SR51,
7/20/2022,SR51,
7/21/2022,SR51,
7/22/2022,SR51,
7/23/2022,SR51,
7/24/2022,SR51,
7/25/2022,SR51,
7/26/2022,SR51,
7/27/2022,SR51,
7/28/2022,SR51,
7/29/2022,SR51,
7/30/2022,SR51,
7/31/2022,SR51,
8/1/2022,SR51,
8/2/2022,SR51,
8/3/2022,SR51,
8/4/2022,SR51,
8/5/2022,SR51,
8/6/2022,SR51,
8/7/2022,SR51,
8/8/2022,SR51,
8/9/2022,SR51,
8/10/2022,SR51,
8/11/2022,SR51,
8/12/2022,SR51,
8/13/2022,SR51,
8/14/2022,SR51,
8/15/2022,SR51,
8/16/2022,SR51,
8/17/2022,SR51,
8/18/2022,SR51,
8/19/2022,SR51,
8/20/2022,SR51,
8/21/2022,SR51,
8/22/2022,SR51,
8/23/2022,SR51,
8/24/2022,SR51,
8/25/2022,SR51,
